OrderID,Quantity,UnitPrice(USD),Status,OrderDate,Product_Category,Sales_Manager,Shipping_Cost(USD),Delivery_Time(Days),Shipping_Address,Product_Code,OrderCode
4371410000999940000,73,191,Not Delivered,11/16/2021,Healthcare,Jacob,33,15,USA,HC-630,445116
3594610000999930000,1,196,Delivered,11/11/2021,Healthcare,John,35,21,USA,HC-188,445111
2585010000999920000,23,143,Delivered,8/24/2021,Office,Jacob,27,17,Germany,O-188,444332
3535810000999930000,12,223,Not Delivered,12/10/2021,Healthcare,Emma,29,16,UK,HC-630,445440
4574510000999940000,7,244,Not Shipped,10/4/2021,Home,John,33,12,India,H-203,444773
3482510000999930000,65,238,Not Delivered,10/17/2021,Entertainment,Emma,26,16,USA,ENT-101,444886
2276510000999920000,74,238,Not Shipped,9/18/2021,Healthcare,Pablo,30,16,India,HC-555,444557
4016710000999940000,62,176,Not Delivered,10/29/2021,Office,Anthony,21,22,Germany,O-101,444998
2491710000999920000,52,243,Shipped,9/16/2021,Office,Kristen,21,18,Germany,O-630,444555
1999610000999910000,50,197,Delivered,8/27/2021,Home,Sofia,30,15,Germany,H-630,444335
4497510000999940000,79,131,Delivered,8/18/2021,Entertainment,Anthony,22,10,Singapore,ENT-203,444226
1828510000999910000,57,246,Not Delivered,10/18/2021,Entertainment,Kristen,23,23,Singapore,ENT-188,444887
2758210000999920000,40,198,Not Delivered,10/20/2021,Fashion,Abdul,33,15,Germany,F-901,444889
2795210000999920000,73,136,Shipped,11/24/2021,Entertainment,Abdul,24,17,Singapore,ENT-188,445224
1506410000999910000,47,197,Delivered,11/16/2021,Office,Pablo,21,11,Singapore,O-203,445116
3082710000999930000,92,201,Shipped,10/2/2021,Office,John,27,24,Kenya,O-203,444771
3694810000999930000,7,156,Not Delivered,11/1/2021,Entertainment,Stella,34,23,Kenya,ENT-203,445001
2220910000999920000,85,155,Delivered,10/13/2021,Entertainment,Pablo,28,19,Singapore,ENT-101,444882
2895910000999920000,83,112,Shipped,8/20/2021,Entertainment,Stella,22,25,Italy,ENT-188,444228
3226110000999930000,30,163,Not Delivered,12/24/2021,Entertainment,Maria,27,11,China,ENT-555,445554
3703610000999930000,38,109,Not Shipped,11/24/2021,Home,Sofia,23,17,UK,H-555,445224
3767010000999930000,21,163,Delivered,10/4/2021,Home,Anthony,28,22,Germany,H-630,444773
2670010000999920000,18,239,Not Delivered,7/17/2021,Entertainment,Stella,21,13,USA,ENT-630,443994
3457310000999930000,95,182,Not Shipped,11/16/2021,Healthcare,John,28,25,Singapore,HC-203,445116
2199310000999920000,35,219,Not Delivered,7/30/2021,Office,Stella,24,,Kenya,O-630,444007
4826510000999940000,48,230,Delivered,9/6/2021,Fashion,Maria,29,19,Italy,F-188,444445
2578110000999920000,51,121,Not Delivered,10/19/2021,Fashion,Abdul,30,12,UK,F-630,444888
3992610000999930000,84,160,Delivered,8/8/2021,Fashion,Pablo,26,14,USA,F-188,444116
1706910000999910000,59,168,Not Delivered,10/1/2021,Entertainment,Kristen,32,19,China,ENT-901,444770
3736410000999930000,87,136,Not Shipped,9/14/2021,Office,Kristen,20,20,Kenya,O-901,444553
4476810000999940000,88,106,Not Shipped,10/24/2021,Home,Emma,29,20,Singapore,H-203,444993
3726610000999930000,45,122,Shipped,7/4/2021,Healthcare,Emma,30,15,UK,HC-901,443881
3933610000999930000,57,187,Shipped,12/18/2021,Fashion,Maria,34,25,India,F-203,445448
1882410000999910000,73,148,Not Delivered,9/13/2021,Healthcare,Anthony,30,17,USA,HC-101,444552
3789210000999930000,48,230,Not Shipped,10/4/2021,Healthcare,Kristen,21,17,USA,HC-901,444773
2710610000999920000,90,148,Shipped,8/28/2021,Healthcare,Abdul,30,17,Kenya,HC-188,444336
3981710000999930000,32,153,Not Shipped,11/7/2021,Healthcare,John,24,24,UK,HC-555,445007
3126410000999930000,83,140,Delivered,12/22/2021,Entertainment,Anthony,30,23,Italy,ENT-630,445552
5027510000999950000,79,135,Shipped,8/11/2021,Home,Kristen,22,21,India,H-101,444119
1314010000999910000,85,208,Not Delivered,7/11/2021,Home,Jacob,20,11,UK,H-203,443888
1437510000999910000,10,200,Not Delivered,7/30/2021,Entertainment,Sofia,24,15,Singapore,ENT-555,444007
3070510000999930000,60,120,Not Delivered,8/3/2021,Office,John,23,18,India,O-188,444111
3008110000999930000,81,226,Shipped,7/15/2021,Healthcare,Sofia,22,19,Italy,HC-901,443992
3059610000999930000,35,167,Not Shipped,11/25/2021,Home,Abdul,34,25,Germany,H-555,445225
3206210000999930000,19,197,Delivered,9/10/2021,Office,Stella,30,18,Italy,O-630,444449
4040610000999940000,93,197,Not Delivered,9/7/2021,Office,John,20,13,India,O-630,444446
4230710000999940000,90,126,Not Delivered,12/10/2021,Fashion,Maria,30,18,Kenya,F-203,445440
1464410000999910000,95,227,Shipped,10/26/2021,Healthcare,Sofia,30,18,UK,HC-901,444995
4834610000999940000,76,133,Shipped,7/17/2021,Home,Emma,22,17,Germany,H-901,443994
1364410000999910000,73,154,Not Shipped,7/16/2021,Home,Emma,33,15,India,H-203,443993
4759110000999940000,20,190,Delivered,12/4/2021,Entertainment,Maria,28,16,China,ENT-555,445334
1267010000999910000,8,234,Delivered,9/16/2021,Healthcare,Abdul,32,21,UK,HC-901,444555
3562110000999930000,57,111,Not Delivered,11/25/2021,Entertainment,Abdul,26,24,Kenya,ENT-555,445225
2411010000999920000,17,235,Shipped,11/1/2021,Home,Jacob,35,21,USA,H-630,445001
2370210000999920000,48,159,Not Shipped,8/8/2021,Fashion,John,24,20,USA,F-203,444116
3281510000999930000,48,243,Shipped,10/20/2021,Entertainment,Pablo,30,15,USA,ENT-630,444889
2860110000999920000,80,235,Shipped,9/19/2021,Healthcare,Pablo,26,21,India,HC-901,444558
2889010000999920000,52,134,Delivered,7/16/2021,Entertainment,Abdul,29,20,China,ENT-188,443993
1453510000999910000,49,230,Not Shipped,10/24/2021,Home,Jacob,34,15,India,H-101,444993
1057110000999910000,75,172,Not Shipped,10/3/2021,Entertainment,Pablo,24,22,China,ENT-555,444772
2702010000999920000,27,228,Delivered,11/2/2021,Fashion,Pablo,27,13,UK,F-203,445002
1596310000999910000,2,170,Shipped,10/12/2021,Entertainment,Pablo,29,22,Italy,ENT-555,444881
3888310000999930000,18,123,Shipped,11/13/2021,Fashion,Abdul,20,24,UK,F-188,445113
4674210000999940000,53,129,Delivered,11/11/2021,Home,Jacob,28,10,China,H-630,445111
3333610000999930000,18,223,Shipped,12/12/2021,Office,John,34,23,Germany,O-203,445442
2648410000999920000,91,118,Delivered,12/18/2021,Healthcare,Abdul,29,23,Singapore,HC-901,445448
1111210000999910000,19,144,Not Shipped,10/26/2021,Fashion,Pablo,27,12,UK,F-101,444995
2491210000999920000,39,246,Delivered,7/10/2021,Entertainment,John,31,25,China,ENT-203,443887
3899310000999930000,87,168,Delivered,8/11/2021,Healthcare,Abdul,26,24,Germany,HC-555,444119
2165510000999920000,47,218,Not Shipped,12/12/2021,Fashion,John,28,16,Italy,F-630,445442
3344510000999930000,40,243,Not Shipped,10/29/2021,Healthcare,Jacob,33,17,Italy,HC-555,444998
2748110000999920000,50,199,Shipped,8/8/2021,Home,Emma,27,19,Singapore,H-555,444116
1074410000999910000,50,121,Delivered,7/31/2021,Office,Sofia,32,23,Singapore,O-203,444008
1845110000999910000,91,183,Delivered,10/10/2021,Office,Anthony,32,20,UK,O-203,444779
1434010000999910000,70,201,Delivered,9/13/2021,Healthcare,Emma,35,25,Italy,HC-101,444552
2967710000999920000,49,234,Not Shipped,11/1/2021,Healthcare,John,31,21,Italy,HC-203,445001
4792210000999940000,36,240,Not Shipped,10/24/2021,Fashion,John,31,23,Kenya,F-203,444993
2623310000999920000,2,107,Not Shipped,10/4/2021,Healthcare,Jacob,27,10,USA,HC-188,444773
4544510000999940000,36,236,Shipped,7/28/2021,Fashion,Abdul,25,14,Italy,F-101,444005
3151610000999930000,90,163,Shipped,11/2/2021,Healthcare,Sofia,31,22,Singapore,HC-630,445002
3938910000999930000,29,229,Not Shipped,7/10/2021,Office,Emma,29,13,Singapore,O-101,443887
1437010000999910000,65,213,Delivered,10/29/2021,Fashion,Jacob,22,17,Kenya,F-630,444998
2414210000999920000,65,158,Not Shipped,10/24/2021,Home,Kristen,22,17,Kenya,H-101,444993
3815410000999930000,52,203,Shipped,9/2/2021,Entertainment,Kristen,33,10,Germany,ENT-630,444441
2009210000999920000,48,201,Delivered,7/15/2021,Office,Maria,30,10,Kenya,O-188,443992
3405610000999930000,50,124,Delivered,11/28/2021,Office,Abdul,30,23,UK,O-901,445228
3728710000999930000,25,112,Not Delivered,7/12/2021,Home,Maria,34,21,India,H-203,443889
4765310000999940000,59,186,Not Delivered,12/30/2021,,Kristen,28,15,USA,HC-101,445660
3186210000999930000,78,215,Shipped,11/25/2021,Entertainment,Sofia,29,19,India,ENT-630,445225
2746910000999920000,20,135,Delivered,11/27/2021,Office,Stella,27,12,China,O-203,445227
5011710000999950000,23,218,Not Delivered,8/11/2021,Office,Abdul,23,25,China,O-101,444119
1728110000999910000,9,235,Shipped,12/8/2021,Office,John,35,23,India,O-901,445338
3966410000999930000,99,154,Shipped,7/3/2021,Entertainment,Jacob,21,17,India,ENT-630,443880
4514410000999940000,21,114,Not Delivered,10/4/2021,Healthcare,Abdul,20,12,Kenya,HC-101,444773
2312510000999920000,37,195,Delivered,10/4/2021,Office,Kristen,26,11,Kenya,O-101,444773
4309810000999940000,41,100,Shipped,7/11/2021,Home,Maria,26,22,Singapore,H-188,443888
4994410000999940000,75,160,Not Delivered,12/9/2021,Home,Abdul,20,17,USA,H-630,445339
2344710000999920000,27,137,Shipped,10/12/2021,Office,Anthony,27,21,Italy,O-555,444881
3260010000999930000,64,155,Not Shipped,9/20/2021,Home,Anthony,25,21,Italy,H-188,444559
2660310000999920000,99,121,Delivered,10/25/2021,Home,Emma,31,12,USA,H-101,444994
3428710000999930000,70,121,Not Delivered,7/7/2021,Fashion,John,28,13,UK,F-901,443884
4960710000999940000,6,101,Shipped,10/12/2021,Healthcare,Emma,31,18,Singapore,HC-630,444881
1658210000999910000,16,111,Not Delivered,8/14/2021,Home,Anthony,34,11,Singapore,H-555,444222
2646910000999920000,86,132,Delivered,9/16/2021,Healthcare,John,21,21,UK,HC-630,444555
2727710000999920000,34,195,Delivered,12/18/2021,Fashion,Anthony,26,13,Singapore,F-101,445448
3121310000999930000,84,218,Delivered,10/7/2021,Fashion,Abdul,33,22,Italy,F-188,444776
3943310000999930000,58,101,Shipped,9/18/2021,Entertainment,Maria,35,14,USA,ENT-188,444557
1147210000999910000,89,140,Not Delivered,7/15/2021,Fashion,Stella,23,15,China,F-901,443992
2394410000999920000,35,149,Not Delivered,10/10/2021,Healthcare,Maria,28,18,Singapore,HC-203,444779
2233210000999920000,37,104,Delivered,8/27/2021,Entertainment,John,30,12,USA,ENT-203,444335
4082210000999940000,38,199,Not Shipped,10/12/2021,Healthcare,Pablo,26,22,USA,HC-630,444881
3385710000999930000,55,125,Not Shipped,7/8/2021,Entertainment,Emma,29,15,China,ENT-188,443885
2725310000999920000,29,130,Not Shipped,10/26/2021,Home,John,25,22,Germany,H-901,444995
1909210000999910000,19,159,Not Shipped,10/7/2021,Entertainment,Abdul,25,18,UK,ENT-555,444776
4541710000999940000,21,124,Shipped,11/21/2021,Office,Abdul,24,14,China,O-555,445221
1570110000999910000,18,174,Not Delivered,9/14/2021,Office,Kristen,32,12,Singapore,O-901,444553
3102310000999930000,29,163,Not Shipped,12/21/2021,Home,Anthony,26,13,Italy,H-630,445551
4707110000999940000,34,167,Not Delivered,7/31/2021,Home,Anthony,21,23,Germany,H-555,444008
1044110000999910000,98,192,Shipped,9/2/2021,Office,John,21,10,China,O-203,444441
1850310000999910000,5,168,Delivered,9/2/2021,Office,Maria,28,12,USA,O-101,444441
3211410000999930000,16,235,Not Shipped,9/20/2021,Fashion,Sofia,33,22,Germany,F-101,444559
2643210000999920000,78,200,Delivered,7/16/2021,Fashion,Anthony,23,20,Singapore,F-555,443993
1923610000999910000,3,147,Delivered,12/24/2021,Office,Anthony,20,21,Italy,O-203,445554
2930810000999920000,3,190,Not Shipped,10/11/2021,Office,Pablo,21,20,China,O-555,444880
3027610000999930000,3,151,Shipped,8/14/2021,Entertainment,Jacob,24,13,India,ENT-203,444222
1730710000999910000,76,185,Delivered,12/30/2021,Entertainment,Sofia,25,12,Kenya,ENT-555,445660
2064610000999920000,62,235,Shipped,11/21/2021,Office,Stella,22,21,Kenya,O-555,445221
2020510000999920000,91,162,Not Shipped,10/4/2021,Healthcare,Abdul,30,17,China,HC-188,444773
4696910000999940000,10,181,Shipped,12/5/2021,Entertainment,John,27,22,Germany,ENT-101,445335
3512610000999930000,87,102,Not Delivered,7/7/2021,Fashion,Maria,22,10,Kenya,F-555,443884
2768610000999920000,100,241,Not Shipped,12/18/2021,Office,Kristen,29,12,UK,O-555,445448
2440410000999920000,36,225,Delivered,10/3/2021,Healthcare,Anthony,34,25,Italy,HC-901,444772
1591810000999910000,12,155,Not Delivered,11/24/2021,Office,Pablo,33,17,UK,O-901,445224
1864710000999910000,3,130,Shipped,10/20/2021,Healthcare,John,28,18,India,HC-203,444889
4751910000999940000,38,218,Shipped,7/7/2021,Office,John,20,19,China,O-555,443884
3506710000999930000,88,153,Shipped,9/19/2021,Home,Kristen,28,14,Singapore,H-630,444558
1686510000999910000,35,164,Not Delivered,10/1/2021,Office,Jacob,21,21,India,O-901,444770
3481210000999930000,96,211,Delivered,10/25/2021,Healthcare,Kristen,32,12,Singapore,HC-188,444994
2279110000999920000,18,147,Not Delivered,7/6/2021,Office,Stella,28,13,Italy,O-555,443883
4204810000999940000,21,125,Not Delivered,7/4/2021,Entertainment,Jacob,27,19,UK,ENT-188,443881
1446810000999910000,45,171,Not Shipped,7/16/2021,Entertainment,Maria,30,22,China,ENT-630,443993
4974710000999940000,96,215,Not Delivered,10/29/2021,Office,Sofia,25,12,China,O-101,444998
3004010000999930000,9,113,Not Shipped,8/8/2021,Office,Maria,30,17,Singapore,O-630,444116
3667210000999930000,2,184,Shipped,12/6/2021,Entertainment,Anthony,28,22,USA,ENT-630,445336
3765610000999930000,29,161,Delivered,8/26/2021,Fashion,Sofia,30,22,UK,F-101,444334
1381510000999910000,87,123,Shipped,10/17/2021,Fashion,Pablo,20,16,Kenya,F-203,444886
4322110000999940000,76,157,Not Shipped,7/4/2021,Home,Emma,29,19,USA,H-101,443881
3281510000999930000,57,217,Not Delivered,11/7/2021,Fashion,John,24,22,Kenya,F-901,445007
1059610000999910000,24,134,Delivered,9/7/2021,Healthcare,Maria,23,12,China,HC-555,444446
1445810000999910000,91,226,Not Shipped,12/26/2021,Home,Kristen,21,25,India,H-203,445556
1057210000999910000,53,117,Not Delivered,10/3/2021,Fashion,John,27,13,Singapore,F-555,444772
1577810000999910000,82,126,Not Shipped,12/13/2021,Home,John,32,17,Kenya,H-555,445443
1609910000999910000,14,154,Not Delivered,12/8/2021,Fashion,Anthony,26,15,India,F-901,445338
1702610000999910000,10,126,Not Delivered,12/8/2021,Home,John,30,17,UK,H-630,445338
3297210000999930000,91,210,Not Delivered,7/5/2021,Office,Pablo,25,16,India,O-203,443882
3956810000999930000,99,109,Delivered,8/26/2021,Fashion,Abdul,35,23,Kenya,F-101,444334
5031310000999950000,79,180,Delivered,7/12/2021,Healthcare,Anthony,29,14,USA,HC-901,443889
2449110000999920000,82,162,Not Shipped,7/7/2021,Healthcare,Abdul,31,10,Kenya,HC-630,443884
3990410000999930000,43,148,Shipped,7/11/2021,Home,Jacob,24,10,USA,H-630,443888
2852010000999920000,34,108,Shipped,11/27/2021,Fashion,Abdul,23,21,Germany,F-555,445227
3160010000999930000,69,118,Not Shipped,9/30/2021,Healthcare,John,27,12,Germany,HC-901,444669
5042510000999950000,53,217,Shipped,11/2/2021,Entertainment,Kristen,25,19,India,ENT-901,445002
4339010000999940000,42,128,Shipped,12/2/2021,Healthcare,Jacob,30,12,Singapore,HC-188,445332
3339410000999930000,58,174,Not Delivered,11/13/2021,Healthcare,Maria,27,22,India,HC-203,445113
1792310000999910000,30,181,Shipped,9/27/2021,Entertainment,John,28,15,China,ENT-101,444666
3743810000999930000,30,113,Delivered,9/19/2021,Fashion,Maria,20,24,USA,F-555,444558
2720110000999920000,94,170,Shipped,10/12/2021,Entertainment,Stella,32,18,China,ENT-901,444881
1879510000999910000,67,217,Delivered,9/2/2021,Home,Stella,22,17,India,H-901,444441
2906610000999920000,72,243,Not Delivered,12/10/2021,Healthcare,Anthony,35,25,USA,HC-203,445440
2351310000999920000,33,118,Not Shipped,7/12/2021,Entertainment,Jacob,23,21,India,ENT-101,443889
3965510000999930000,92,147,Not Shipped,9/2/2021,Healthcare,Kristen,21,14,Singapore,HC-901,444441
4157510000999940000,89,199,Not Delivered,10/1/2021,Fashion,Emma,32,18,USA,F-630,444770
4329010000999940000,26,175,Not Delivered,7/16/2021,Fashion,John,27,17,UK,F-101,443993
2647110000999920000,42,152,Not Shipped,12/2/2021,Office,Pablo,20,19,Germany,O-901,445332
4133310000999940000,98,170,Shipped,10/13/2021,Home,Pablo,34,16,Germany,H-901,444882
2598710000999920000,47,115,Not Delivered,10/4/2021,Office,Sofia,28,19,China,O-203,444773
2215210000999920000,76,174,Not Shipped,8/24/2021,Entertainment,Sofia,28,17,USA,ENT-188,444332
2591010000999920000,80,233,Not Delivered,10/29/2021,Entertainment,Abdul,20,10,Singapore,ENT-555,444998
3175510000999930000,31,171,Not Delivered,12/2/2021,Entertainment,Kristen,29,10,India,ENT-901,445332
1077110000999910000,84,187,Not Delivered,8/28/2021,Home,Abdul,35,19,Italy,H-630,444336
4983710000999940000,62,182,Not Shipped,11/25/2021,Fashion,Sofia,24,21,Kenya,F-101,445225
3717810000999930000,89,164,Delivered,11/20/2021,Entertainment,Emma,33,12,Kenya,ENT-101,445220
4398510000999940000,39,250,Delivered,10/29/2021,Home,Pablo,34,11,UK,H-188,444998
4672310000999940000,9,163,Not Shipped,11/16/2021,Entertainment,John,26,21,Singapore,ENT-901,445116
4140910000999940000,28,227,Not Shipped,9/6/2021,Entertainment,Stella,27,10,USA,ENT-555,444445
3044810000999930000,39,182,Not Shipped,12/18/2021,Home,Maria,28,21,Kenya,H-101,445448
4893310000999940000,70,183,Delivered,10/25/2021,Home,Sofia,31,24,USA,H-901,444994
4883710000999940000,63,213,Not Shipped,7/22/2021,Entertainment,Anthony,28,15,Italy,ENT-630,443999
1828810000999910000,74,231,Not Delivered,10/26/2021,Home,Abdul,22,20,USA,H-101,444995
4599610000999940000,74,186,Not Shipped,7/30/2021,Office,Maria,29,12,India,O-101,444007
4637910000999940000,31,240,Not Delivered,11/23/2021,Home,Emma,22,20,Kenya,H-901,445223
4503410000999940000,89,218,Delivered,7/16/2021,Healthcare,John,23,15,India,HC-101,443993
4109510000999940000,24,142,Not Shipped,9/20/2021,Fashion,John,31,10,India,F-630,444559
2633910000999920000,47,224,Not Delivered,7/7/2021,Entertainment,Emma,26,22,UK,ENT-555,443884
3946210000999930000,92,146,Delivered,12/29/2021,Home,Maria,28,19,USA,H-630,445559
3635910000999930000,92,123,Not Shipped,7/31/2021,Home,Maria,28,23,Italy,H-101,444008
4208910000999940000,23,195,Shipped,11/28/2021,Home,John,27,25,USA,H-555,445228
4698410000999940000,81,178,Not Delivered,7/11/2021,Healthcare,Stella,34,17,Singapore,HC-630,443888
2928410000999920000,15,147,Not Shipped,12/2/2021,Home,Sofia,33,11,UK,H-188,445332
2696810000999920000,9,152,Delivered,7/14/2021,Healthcare,John,23,14,Kenya,HC-101,443991
3187610000999930000,93,193,Not Delivered,9/7/2021,Home,Kristen,21,14,USA,H-630,444446
4575110000999940000,74,182,Not Delivered,8/26/2021,Fashion,Emma,23,19,USA,F-630,444334
3561110000999930000,55,184,Not Shipped,9/12/2021,Fashion,Sofia,31,17,UK,F-630,444551
4087610000999940000,15,217,Shipped,10/3/2021,Healthcare,Sofia,30,17,China,HC-188,444772
1810410000999910000,46,121,Not Shipped,7/30/2021,Office,Anthony,20,23,China,O-630,444007
2418410000999920000,26,193,Not Shipped,10/20/2021,Office,Sofia,29,24,UK,O-630,444889
3402610000999930000,65,182,Delivered,11/7/2021,Office,John,20,21,Kenya,O-555,445007
3932710000999930000,89,102,Not Shipped,11/23/2021,Office,Jacob,21,15,USA,O-203,445223
1221610000999910000,77,245,Not Shipped,12/12/2021,Healthcare,Stella,24,13,Kenya,HC-630,445442
3286010000999930000,66,140,Delivered,12/18/2021,Healthcare,Maria,22,17,Singapore,HC-203,445448
2870210000999920000,80,170,Shipped,7/29/2021,Healthcare,Emma,32,17,USA,HC-630,444006
2276610000999920000,37,212,Delivered,12/18/2021,Fashion,Pablo,28,10,Kenya,F-901,445448
2505910000999920000,30,188,Shipped,9/27/2021,Healthcare,Maria,27,24,Italy,HC-630,444666
3781910000999930000,93,173,Not Shipped,10/17/2021,Fashion,Stella,20,10,UK,F-630,444886
4330910000999940000,35,141,Shipped,10/12/2021,Healthcare,Jacob,35,20,Italy,HC-101,444881
1193110000999910000,57,115,Shipped,10/26/2021,Home,Emma,22,23,UK,H-555,444995
1223710000999910000,14,229,Not Shipped,11/13/2021,,Abdul,34,11,UK,F-203,445113
4094010000999940000,71,131,Not Delivered,8/27/2021,Healthcare,John,22,14,Singapore,HC-901,444335
4447510000999940000,39,213,Shipped,10/6/2021,Healthcare,Maria,28,25,Singapore,HC-901,444775
2775810000999920000,4,236,Delivered,7/30/2021,Fashion,Pablo,24,18,Italy,F-901,444007
1628710000999910000,98,234,Not Shipped,7/28/2021,Fashion,John,29,20,China,F-203,444005
1813310000999910000,94,165,Delivered,11/16/2021,Entertainment,Anthony,26,18,UK,ENT-203,445116
2536410000999920000,71,240,Not Delivered,8/24/2021,Fashion,Sofia,28,12,India,F-101,444332
2523810000999920000,72,150,Shipped,9/20/2021,Entertainment,Sofia,31,14,Italy,ENT-203,444559
4050610000999940000,41,225,Shipped,10/10/2021,Healthcare,Abdul,34,14,China,HC-101,444779
3372710000999930000,60,207,Not Delivered,10/14/2021,Healthcare,John,20,16,Italy,HC-630,444883
3881510000999930000,27,113,Not Shipped,9/10/2021,Home,Emma,22,24,India,H-901,444449
